Node,Community
Pseudomonas_citronellolis,0
Kocuria_palustris,0
Millisia_brevis,0
Candidimonas_humi,1
Paenochrobactrum_glaciei,1
Tessaracoccus_bendigoensis,1
Pseudoxanthomonas_mexicana,2
Paracoccus_kawasakiensis,2
Brackiella_oedipodis,2
Dysgonomonas_gadei,2
