"v1","v2","asso","diss","adja"
"Streptococcus_equi","Cetobacterium_somerae",0.630047243743186,0.430088802607563,0.569911197392437
"Streptococcus_equi","Aeromonas_popoffii",0.630047243743181,0.430088802607566,0.569911197392434
"Streptococcus_equi","Ewingella_americana",0.630047243743173,0.43008880260757,0.56991119739243
"Streptococcus_equi","Kleidoceria_schneideri",0.630047243743172,0.430088802607571,0.569911197392429
"Streptococcus_equi","Xenorhabdus_bovienii",0.630047243743178,0.430088802607567,0.569911197392433
"Streptococcus_equi","Pseudomonas_mendocina",0.630047243743171,0.430088802607571,0.569911197392429
"Cetobacterium_somerae","Aeromonas_popoffii",0.630047243743193,0.430088802607559,0.569911197392441
"Cetobacterium_somerae","Ewingella_americana",0.630047243743188,0.430088802607561,0.569911197392439
"Cetobacterium_somerae","Kleidoceria_schneideri",0.630047243743185,0.430088802607563,0.569911197392437
"Cetobacterium_somerae","Xenorhabdus_bovienii",0.630047243743182,0.430088802607565,0.569911197392435
"Cetobacterium_somerae","Pseudomonas_mendocina",0.630047243743175,0.430088802607569,0.569911197392431
"Aeromonas_popoffii","Ewingella_americana",0.630047243743193,0.430088802607559,0.569911197392441
"Aeromonas_popoffii","Kleidoceria_schneideri",0.630047243743166,0.430088802607574,0.569911197392426
"Aeromonas_popoffii","Xenorhabdus_bovienii",0.63004724374319,0.430088802607561,0.569911197392439
"Aeromonas_popoffii","Pseudomonas_mendocina",0.630047243743153,0.430088802607582,0.569911197392418
"Ewingella_americana","Kleidoceria_schneideri",0.630047243743182,0.430088802607565,0.569911197392435
"Ewingella_americana","Xenorhabdus_bovienii",0.630047243743195,0.430088802607557,0.569911197392442
"Ewingella_americana","Pseudomonas_mendocina",0.630047243743185,0.430088802607563,0.569911197392437
"Kleidoceria_schneideri","Xenorhabdus_bovienii",0.630047243743172,0.430088802607571,0.569911197392429
"Kleidoceria_schneideri","Pseudomonas_mendocina",0.630047243743201,0.430088802607554,0.569911197392446
"Xenorhabdus_bovienii","Pseudomonas_mendocina",0.630047243743168,0.430088802607573,0.569911197392427
"Bryocella_elongata","Brachybacterium_conglomeratum",0.601784245411854,0.446215057224735,0.553784942775265
"Bryocella_elongata","Kribbia_dieselivorans",0.601784245411851,0.446215057224736,0.553784942775264
"Bryocella_elongata","Microbispora_mesophila",0.601784245411867,0.446215057224727,0.553784942775273
"Bryocella_elongata","Prevotella_intermedia",0.60178424541186,0.446215057224731,0.553784942775269
"Bryocella_elongata","Litorilinea_aerophila",0.601784245411829,0.446215057224749,0.553784942775251
"Bryocella_elongata","Bacillus_firmus",0.601784245411866,0.446215057224728,0.553784942775272
"Bryocella_elongata","Listeria_grayi",0.601784245411869,0.446215057224726,0.553784942775274
"Bryocella_elongata","Brevibacillus_laterosporus",0.601784245411825,0.446215057224751,0.553784942775249
"Bryocella_elongata","Paenibacillus_chitinolyticus",0.601784245411894,0.446215057224712,0.553784942775288
"Bryocella_elongata","Staphylococcus_epidermidis",0.601784245411842,0.446215057224741,0.553784942775259
"Bryocella_elongata","Thermoflavimicrobium_dichotomicum",0.601784245411868,0.446215057224726,0.553784942775274
"Bryocella_elongata","Clostridium_ljungdahlii",0.601784245411868,0.446215057224726,0.553784942775274
"Bryocella_elongata","Halothermothrix_orenii",0.601784245411857,0.446215057224733,0.553784942775267
"Bryocella_elongata","Thermoanaerobacter_uzonensis",0.601784245411846,0.446215057224739,0.553784942775261
"Bryocella_elongata","Pelistega_europaea",0.601784245411833,0.446215057224746,0.553784942775253
"Bryocella_elongata","Exilispira_thermophila",0.601784245411863,0.44621505722473,0.55378494277527
"Brachybacterium_conglomeratum","Kribbia_dieselivorans",0.601784245411865,0.446215057224728,0.553784942775272
"Brachybacterium_conglomeratum","Microbispora_mesophila",0.601784245411891,0.446215057224713,0.553784942775287
"Brachybacterium_conglomeratum","Prevotella_intermedia",0.601784245411863,0.446215057224729,0.553784942775271
"Brachybacterium_conglomeratum","Litorilinea_aerophila",0.601784245411854,0.446215057224734,0.553784942775266
"Brachybacterium_conglomeratum","Bacillus_firmus",0.601784245411857,0.446215057224733,0.553784942775267
"Brachybacterium_conglomeratum","Listeria_grayi",0.601784245411871,0.446215057224725,0.553784942775275
"Brachybacterium_conglomeratum","Brevibacillus_laterosporus",0.601784245411856,0.446215057224733,0.553784942775267
"Brachybacterium_conglomeratum","Paenibacillus_chitinolyticus",0.601784245411874,0.446215057224723,0.553784942775277
"Brachybacterium_conglomeratum","Staphylococcus_epidermidis",0.601784245411872,0.446215057224724,0.553784942775276
"Brachybacterium_conglomeratum","Thermoflavimicrobium_dichotomicum",0.601784245411864,0.446215057224729,0.553784942775271
"Brachybacterium_conglomeratum","Clostridium_ljungdahlii",0.60178424541185,0.446215057224737,0.553784942775263
"Brachybacterium_conglomeratum","Halothermothrix_orenii",0.601784245411872,0.446215057224724,0.553784942775276
"Brachybacterium_conglomeratum","Thermoanaerobacter_uzonensis",0.601784245411884,0.446215057224718,0.553784942775282
"Brachybacterium_conglomeratum","Pelistega_europaea",0.601784245411865,0.446215057224728,0.553784942775272
"Brachybacterium_conglomeratum","Exilispira_thermophila",0.60178424541186,0.446215057224731,0.553784942775269
"Kribbia_dieselivorans","Microbispora_mesophila",0.601784245411864,0.446215057224729,0.553784942775271
"Kribbia_dieselivorans","Prevotella_intermedia",0.60178424541184,0.446215057224742,0.553784942775258
"Kribbia_dieselivorans","Litorilinea_aerophila",0.601784245411864,0.446215057224729,0.553784942775271
"Kribbia_dieselivorans","Bacillus_firmus",0.601784245411858,0.446215057224732,0.553784942775268
