"v1","v2","asso","diss","adja"
"Kocuria_palustris","Rothia_dentocariosa",0.368360093170481,0.561978605833674,0.438021394166326
"Kocuria_palustris","Rothia_mucilaginosa",0.401869881666186,0.546868411198624,0.453131588801376
"Kocuria_palustris","Propionibacterium_acnes",0.422459132899685,0.537373644264545,0.462626355735455
"Kocuria_palustris","Propionibacterium_granulosum",0.396359553721405,0.549381673465085,0.450618326534915
"Kocuria_palustris","Bacillus_cereus",0.374256385079448,0.559349450218981,0.440650549781019
"Kocuria_palustris","Bacillus_ginsengihumi",0.397402470644652,0.548906881608961,0.451093118391039
"Kocuria_palustris","Staphylococcus_aureus",0.372490553042256,0.560138128927921,0.439861871072079
"Kocuria_palustris","Staphylococcus_epidermidis",0.375788890287688,0.558664080513645,0.441335919486355
"Kocuria_palustris","Staphylococcus_succinus",0.366597727674112,0.562762059988895,0.437237940011105
"Kocuria_palustris","Janthinobacterium_lividum",0.357819958935354,0.566648057026866,0.433351942973134
"Kocuria_palustris","Shewanella_benthica",0.353371590510945,0.568607249992935,0.431392750007065
"Kocuria_palustris","Baumannia_cicadellinicola",0.394194435490061,0.550366043878953,0.449633956121047
"Kocuria_palustris","Citrobacter_freundii",0.413179663627607,0.541673488539172,0.458326511460828
"Kocuria_palustris","Cronobacter_dublinensis",0.413779541647293,0.541396554455561,0.458603445544439
"Kocuria_palustris","Cronobacter_turicensis",0.411348073907179,0.542518168402138,0.457481831597862
"Kocuria_palustris","Enterobacter_cloacae",0.419706632982673,0.538652655714853,0.461347344285147
"Kocuria_palustris","Erwinia_chrysanthemi",0.418367667940799,0.539273739421456,0.460726260578544
"Kocuria_palustris","Erwinia_dispersa",0.429674907920142,0.534006129215695,0.465993870784305
"Kocuria_palustris","Gluconacetobacter_liquefaciens",0.397275630596888,0.548964647952449,0.451035352047551
"Kocuria_palustris","Hafnia_alvei",0.420262586553208,0.538394564165906,0.461605435834094
"Kocuria_palustris","Klebsiella_oxytoca",0.405990442206937,0.544981448213177,0.455018551786823
"Kocuria_palustris","Pantoea_agglomerans",0.419878261177125,0.538572993577878,0.461427006422122
"Kocuria_palustris","Pantoea_ananatis",0.407084713004478,0.544479240649046,0.455520759350954
"Kocuria_palustris","Plesiomonas_shigelloides",0.41303981490779,0.541738029444218,0.458261970555782
"Kocuria_palustris","Pragia_fontium",0.423422464383702,0.536925290713847,0.463074709286153
"Kocuria_palustris","Serratia_marcescens",0.403299205207895,0.546214607453932,0.453785392546068
"Kocuria_palustris","Serratia_proteamaculans",0.4347748652477,0.531613174569771,0.468386825430229
"Kocuria_palustris","Serratia_symbiotica",0.397317794216943,0.548945446188898,0.451054553811102
"Kocuria_palustris","Trabulsiella_farmeri",0.414737645247465,0.540953951253032,0.459046048746968
"Kocuria_palustris","Xenorhabdus_bovienii",0.41962358023289,0.538691200859597,0.461308799140403
"Kocuria_palustris","Haemophilus_parainfluenzae",0.415738891394129,0.540491030733106,0.459508969266894
"Kocuria_palustris","Thiopilula_aggregata",0.371253969803047,0.560689767249659,0.439310232750341
"Kocuria_palustris","Actinobacillus_scotiae",0.386787509443108,0.553720367404384,0.446279632595616
"Kocuria_palustris","Anoxybacillus_kestanbolensis",0.352271028080623,0.569090929430165,0.430909070569835
"Kocuria_palustris","Aquamonas_haywardensis",0.369283659193159,0.561567600920335,0.438432399079665
"Kocuria_palustris","Bacillus_acidicola",0.40332863440532,0.546201137674886,0.453798862325114
"Kocuria_palustris","Bacillus_firmus",0.396822694518807,0.549170877542315,0.450829122457685
"Kocuria_palustris","Bacillus_safensis",0.408096361282094,0.544014539657676,0.455985460342324
"Kocuria_palustris","Brenneria_alni",0.424441247661685,0.536450721100417,0.463549278899583
"Kocuria_palustris","Brenneria_quercina",0.373779924323703,0.559562362778402,0.440437637221598
"Kocuria_palustris","Brenneria_rubrifaciens",0.350181222223653,0.57000823580732,0.42999176419268
"Kocuria_palustris","Brenneria_salicis",0.404512849684498,0.545658845028422,0.454341154971578
"Kocuria_palustris","Brevibacillus_laterosporus",0.366323187410929,0.562884007851116,0.437115992148884
"Kocuria_palustris","CandidatusRegiella_insecticola",0.400574838933299,0.547460117755942,0.452539882244058
"Kocuria_palustris","Cronobacter_sakazakii",0.415200700244953,0.540739909640045,0.459260090359955
"Kocuria_palustris","Enterobacter_arachidis",0.399992319448124,0.547726063170211,0.452273936829789
"Kocuria_palustris","Enterobacter_cancerogenus",0.433256078815717,0.532326930177444,0.467673069822556
"Kocuria_palustris","Enterobacter_cowanii",0.40190149998041,0.54685395674695,0.45314604325305
"Kocuria_palustris","Enterobacter_gergoviae",0.413975933401901,0.541305859287565,0.458694140712435
"Kocuria_palustris","Enterobacter_hormaechei",0.410560177095963,0.542881120920611,0.457118879079389
"Kocuria_palustris","Enterobacter_ludwigii",0.406858993689624,0.544582870787531,0.455417129212469
"Kocuria_palustris","Enterobacter_pyrinus",0.405739004731898,0.545096778227546,0.454903221772454
"Kocuria_palustris","Enterobacter_radicincitans",0.392934930340029,0.550937868393511,0.449062131606489
"Kocuria_palustris","Erwinia_oleae",0.415616053462374,0.540547845494562,0.459452154505438
"Kocuria_palustris","Erwinia_soli",0.415238107407864,0.540722614929381,0.459277385070619
"Kocuria_palustris","Erwinia_toletana",0.396454716093745,0.549338367450452,0.450661632549548
"Kocuria_palustris","Escherichia_blattae",0.389766319339156,0.552373822995281,0.447626177004719
"Kocuria_palustris","Escherichia_coli",0.412851491275406,0.541824929624225,0.458175070375775
"Kocuria_palustris","Ewingella_americana",0.400443514858286,0.547520084171218,0.452479915828782
